hog_input_img,rotXdeg,rotYdeg,rotZdeg,distX,distY,distZ,f
hog_input_22729,7,90,129,470,95,870,3800
hog_input_22730,7,90,129,470,95,870,3900
hog_input_22731,7,90,129,470,95,880,3000
hog_input_22732,7,90,129,470,95,880,3100
hog_input_22733,7,90,129,470,95,880,3200
hog_input_22734,7,90,129,470,95,880,3300
hog_input_22735,7,90,129,470,95,880,3400
hog_input_22736,7,90,129,470,95,880,3500
hog_input_22737,7,90,129,470,95,880,3600
hog_input_22738,7,90,129,470,95,880,3700
hog_input_22739,7,90,129,470,95,880,3800
hog_input_22740,7,90,129,470,95,880,3900
hog_input_22741,7,90,129,470,95,890,3000
hog_input_22742,7,90,129,470,95,890,3100
hog_input_22743,7,90,129,470,95,890,3200
hog_input_22744,7,90,129,470,95,890,3300
hog_input_22745,7,90,129,470,95,890,3400
hog_input_22746,7,90,129,470,95,890,3500
hog_input_22747,7,90,129,470,95,890,3600
hog_input_22748,7,90,129,470,95,890,3700
hog_input_22749,7,90,129,470,95,890,3800
hog_input_22750,7,90,129,470,95,890,3900
hog_input_22751,7,90,129,470,95,900,3000
hog_input_22752,7,90,129,470,95,900,3100
hog_input_22753,7,90,129,470,95,900,3200
hog_input_22754,7,90,129,470,95,900,3300
hog_input_22755,7,90,129,470,95,900,3400
hog_input_22756,7,90,129,470,95,900,3500
hog_input_22757,7,90,129,470,95,900,3600
hog_input_22758,7,90,129,470,95,900,3700
hog_input_22759,7,90,129,470,95,900,3800
hog_input_22760,7,90,129,470,95,900,3900
hog_input_22761,7,90,129,470,95,910,3000
hog_input_22762,7,90,129,470,95,910,3100
hog_input_22763,7,90,129,470,95,910,3200
hog_input_22764,7,90,129,470,95,910,3300
hog_input_22765,7,90,129,470,95,910,3400
hog_input_22766,7,90,129,470,95,910,3500
hog_input_22767,7,90,129,470,95,910,3600
hog_input_22768,7,90,129,470,95,910,3700
hog_input_22769,7,90,129,470,95,910,3800
hog_input_22770,7,90,129,470,95,910,3900
hog_input_22771,7,90,129,470,95,920,3000
hog_input_22772,7,90,129,470,95,920,3100
hog_input_22773,7,90,129,470,95,920,3200
hog_input_22774,7,90,129,470,95,920,3300
hog_input_22775,7,90,129,470,95,920,3400
hog_input_22776,7,90,129,470,95,920,3500
hog_input_22777,7,90,129,470,95,920,3600
hog_input_22778,7,90,129,470,95,920,3700
hog_input_22779,7,90,129,470,95,920,3800
hog_input_22780,7,90,129,470,95,920,3900
hog_input_22781,7,90,129,470,95,930,3000
hog_input_22782,7,90,129,470,95,930,3100
hog_input_22783,7,90,129,470,95,930,3200
hog_input_22784,7,90,129,470,95,930,3300
hog_input_22785,7,90,129,470,95,930,3400
hog_input_22786,7,90,129,470,95,930,3500
hog_input_22787,7,90,129,470,95,930,3600
hog_input_22788,7,90,129,470,95,930,3700
hog_input_22789,7,90,129,470,95,930,3800
hog_input_22790,7,90,129,470,95,930,3900
hog_input_22791,7,90,129,470,95,940,3000
hog_input_22792,7,90,129,470,95,940,3100
hog_input_22793,7,90,129,470,95,940,3200
hog_input_22794,7,90,129,470,95,940,3300
hog_input_22795,7,90,129,470,95,940,3400
hog_input_22796,7,90,129,470,95,940,3500
hog_input_22797,7,90,129,470,95,940,3600
hog_input_22798,7,90,129,470,95,940,3700
hog_input_22799,7,90,129,470,95,940,3800
hog_input_22800,7,90,129,470,95,940,3900
hog_input_22801,7,90,129,480,80,850,3000
hog_input_22802,7,90,129,480,80,850,3100
hog_input_22803,7,90,129,480,80,850,3200
hog_input_22804,7,90,129,480,80,850,3300
hog_input_22805,7,90,129,480,80,850,3400
hog_input_22806,7,90,129,480,80,850,3500
hog_input_22807,7,90,129,480,80,850,3600
hog_input_22808,7,90,129,480,80,850,3700
hog_input_22809,7,90,129,480,80,850,3800
hog_input_22810,7,90,129,480,80,850,3900
hog_input_22811,7,90,129,480,80,860,3000
hog_input_22812,7,90,129,480,80,860,3100
hog_input_22813,7,90,129,480,80,860,3200
hog_input_22814,7,90,129,480,80,860,3300
hog_input_22815,7,90,129,480,80,860,3400
hog_input_22816,7,90,129,480,80,860,3500
hog_input_22817,7,90,129,480,80,860,3600
hog_input_22818,7,90,129,480,80,860,3700
hog_input_22819,7,90,129,480,80,860,3800
hog_input_22820,7,90,129,480,80,860,3900
hog_input_22821,7,90,129,480,80,870,3000
hog_input_22822,7,90,129,480,80,870,3100
hog_input_22823,7,90,129,480,80,870,3200
hog_input_22824,7,90,129,480,80,870,3300
hog_input_22825,7,90,129,480,80,870,3400
hog_input_22826,7,90,129,480,80,870,3500
hog_input_22827,7,90,129,480,80,870,3600
hog_input_22828,7,90,129,480,80,870,3700
hog_input_22829,7,90,129,480,80,870,3800
hog_input_22830,7,90,129,480,80,870,3900
hog_input_22831,7,90,129,480,80,880,3000
hog_input_22832,7,90,129,480,80,880,3100
hog_input_22833,7,90,129,480,80,880,3200
hog_input_22834,7,90,129,480,80,880,3300
hog_input_22835,7,90,129,480,80,880,3400
hog_input_22836,7,90,129,480,80,880,3500
hog_input_22837,7,90,129,480,80,880,3600
hog_input_22838,7,90,129,480,80,880,3700
hog_input_22839,7,90,129,480,80,880,3800
hog_input_22840,7,90,129,480,80,880,3900
hog_input_22841,7,90,129,480,80,890,3000
hog_input_22842,7,90,129,480,80,890,3100
hog_input_22843,7,90,129,480,80,890,3200
hog_input_22844,7,90,129,480,80,890,3300
hog_input_22845,7,90,129,480,80,890,3400
hog_input_22846,7,90,129,480,80,890,3500
hog_input_22847,7,90,129,480,80,890,3600
hog_input_22848,7,90,129,480,80,890,3700
hog_input_22849,7,90,129,480,80,890,3800
hog_input_22850,7,90,129,480,80,890,3900
hog_input_22851,7,90,129,480,80,900,3000
hog_input_22852,7,90,129,480,80,900,3100
hog_input_22853,7,90,129,480,80,900,3200
hog_input_22854,7,90,129,480,80,900,3300
hog_input_22855,7,90,129,480,80,900,3400
hog_input_22856,7,90,129,480,80,900,3500
hog_input_22857,7,90,129,480,80,900,3600
hog_input_22858,7,90,129,480,80,900,3700
hog_input_22859,7,90,129,480,80,900,3800
hog_input_22860,7,90,129,480,80,900,3900
hog_input_22861,7,90,129,480,80,910,3000
hog_input_22862,7,90,129,480,80,910,3100
hog_input_22863,7,90,129,480,80,910,3200
hog_input_22864,7,90,129,480,80,910,3300
hog_input_22865,7,90,129,480,80,910,3400
hog_input_22866,7,90,129,480,80,910,3500
hog_input_22867,7,90,129,480,80,910,3600
hog_input_22868,7,90,129,480,80,910,3700
hog_input_22869,7,90,129,480,80,910,3800
hog_input_22870,7,90,129,480,80,910,3900
hog_input_22871,7,90,129,480,80,920,3000
hog_input_22872,7,90,129,480,80,920,3100
hog_input_22873,7,90,129,480,80,920,3200
hog_input_22874,7,90,129,480,80,920,3300
hog_input_22875,7,90,129,480,80,920,3400
hog_input_22876,7,90,129,480,80,920,3500
hog_input_22877,7,90,129,480,80,920,3600
hog_input_22878,7,90,129,480,80,920,3700
hog_input_22879,7,90,129,480,80,920,3800
hog_input_22880,7,90,129,480,80,920,3900
hog_input_22881,7,90,129,480,80,930,3000
hog_input_22882,7,90,129,480,80,930,3100
hog_input_22883,7,90,129,480,80,930,3200
hog_input_22884,7,90,129,480,80,930,3300
hog_input_22885,7,90,129,480,80,930,3400
hog_input_22886,7,90,129,480,80,930,3500
hog_input_22887,7,90,129,480,80,930,3600
hog_input_22888,7,90,129,480,80,930,3700
hog_input_22889,7,90,129,480,80,930,3800
hog_input_22890,7,90,129,480,80,930,3900
hog_input_22891,7,90,129,480,80,940,3000
hog_input_22892,7,90,129,480,80,940,3100
hog_input_22893,7,90,129,480,80,940,3200
hog_input_22894,7,90,129,480,80,940,3300
hog_input_22895,7,90,129,480,80,940,3400
hog_input_22896,7,90,129,480,80,940,3500
hog_input_22897,7,90,129,480,80,940,3600
hog_input_22898,7,90,129,480,80,940,3700
hog_input_22899,7,90,129,480,80,940,3800
hog_input_22900,7,90,129,480,80,940,3900
hog_input_22901,7,90,129,480,83,850,3000
hog_input_22902,7,90,129,480,83,850,3100
hog_input_22903,7,90,129,480,83,850,3200
hog_input_22904,7,90,129,480,83,850,3300
hog_input_22905,7,90,129,480,83,850,3400
hog_input_22906,7,90,129,480,83,850,3500
hog_input_22907,7,90,129,480,83,850,3600
hog_input_22908,7,90,129,480,83,850,3700
hog_input_22909,7,90,129,480,83,850,3800
hog_input_22910,7,90,129,480,83,850,3900
hog_input_22911,7,90,129,480,83,860,3000
hog_input_22912,7,90,129,480,83,860,3100
hog_input_22913,7,90,129,480,83,860,3200
hog_input_22914,7,90,129,480,83,860,3300
hog_input_22915,7,90,129,480,83,860,3400
hog_input_22916,7,90,129,480,83,860,3500
hog_input_22917,7,90,129,480,83,860,3600
hog_input_22918,7,90,129,480,83,860,3700
hog_input_22919,7,90,129,480,83,860,3800
hog_input_22920,7,90,129,480,83,860,3900
hog_input_22921,7,90,129,480,83,870,3000
hog_input_22922,7,90,129,480,83,870,3100
hog_input_22923,7,90,129,480,83,870,3200
hog_input_22924,7,90,129,480,83,870,3300
hog_input_22925,7,90,129,480,83,870,3400
hog_input_22926,7,90,129,480,83,870,3500
hog_input_22927,7,90,129,480,83,870,3600
hog_input_22928,7,90,129,480,83,870,3700
hog_input_22929,7,90,129,480,83,870,3800
hog_input_22930,7,90,129,480,83,870,3900
hog_input_22931,7,90,129,480,83,880,3000
hog_input_22932,7,90,129,480,83,880,3100
hog_input_22933,7,90,129,480,83,880,3200
hog_input_22934,7,90,129,480,83,880,3300
hog_input_22935,7,90,129,480,83,880,3400
hog_input_22936,7,90,129,480,83,880,3500
hog_input_22937,7,90,129,480,83,880,3600
hog_input_22938,7,90,129,480,83,880,3700
hog_input_22939,7,90,129,480,83,880,3800
hog_input_22940,7,90,129,480,83,880,3900
hog_input_22941,7,90,129,480,83,890,3000
hog_input_22942,7,90,129,480,83,890,3100
hog_input_22943,7,90,129,480,83,890,3200
hog_input_22944,7,90,129,480,83,890,3300
hog_input_22945,7,90,129,480,83,890,3400
hog_input_22946,7,90,129,480,83,890,3500
hog_input_22947,7,90,129,480,83,890,3600
hog_input_22948,7,90,129,480,83,890,3700
hog_input_22949,7,90,129,480,83,890,3800
hog_input_22950,7,90,129,480,83,890,3900
hog_input_22951,7,90,129,480,83,900,3000
hog_input_22952,7,90,129,480,83,900,3100
hog_input_22953,7,90,129,480,83,900,3200
hog_input_22954,7,90,129,480,83,900,3300
hog_input_22955,7,90,129,480,83,900,3400
hog_input_22956,7,90,129,480,83,900,3500
hog_input_22957,7,90,129,480,83,900,3600
hog_input_22958,7,90,129,480,83,900,3700
hog_input_22959,7,90,129,480,83,900,3800
hog_input_22960,7,90,129,480,83,900,3900
hog_input_22961,7,90,129,480,83,910,3000
hog_input_22962,7,90,129,480,83,910,3100
hog_input_22963,7,90,129,480,83,910,3200
hog_input_22964,7,90,129,480,83,910,3300
hog_input_22965,7,90,129,480,83,910,3400
hog_input_22966,7,90,129,480,83,910,3500
hog_input_22967,7,90,129,480,83,910,3600
hog_input_22968,7,90,129,480,83,910,3700
hog_input_22969,7,90,129,480,83,910,3800
hog_input_22970,7,90,129,480,83,910,3900
hog_input_22971,7,90,129,480,83,920,3000
hog_input_22972,7,90,129,480,83,920,3100
hog_input_22973,7,90,129,480,83,920,3200
hog_input_22974,7,90,129,480,83,920,3300
hog_input_22975,7,90,129,480,83,920,3400
hog_input_22976,7,90,129,480,83,920,3500
hog_input_22977,7,90,129,480,83,920,3600
hog_input_22978,7,90,129,480,83,920,3700
hog_input_22979,7,90,129,480,83,920,3800
hog_input_22980,7,90,129,480,83,920,3900
hog_input_22981,7,90,129,480,83,930,3000
hog_input_22982,7,90,129,480,83,930,3100
hog_input_22983,7,90,129,480,83,930,3200
hog_input_22984,7,90,129,480,83,930,3300
hog_input_22985,7,90,129,480,83,930,3400
hog_input_22986,7,90,129,480,83,930,3500
hog_input_22987,7,90,129,480,83,930,3600
hog_input_22988,7,90,129,480,83,930,3700
hog_input_22989,7,90,129,480,83,930,3800
hog_input_22990,7,90,129,480,83,930,3900
hog_input_22991,7,90,129,480,83,940,3000
hog_input_22992,7,90,129,480,83,940,3100
hog_input_22993,7,90,129,480,83,940,3200
hog_input_22994,7,90,129,480,83,940,3300
hog_input_22995,7,90,129,480,83,940,3400
hog_input_22996,7,90,129,480,83,940,3500
hog_input_22997,7,90,129,480,83,940,3600
hog_input_22998,7,90,129,480,83,940,3700
hog_input_22999,7,90,129,480,83,940,3800
hog_input_23000,7,90,129,480,83,940,3900
hog_input_23001,7,90,129,480,86,850,3000
hog_input_23002,7,90,129,480,86,850,3100
hog_input_23003,7,90,129,480,86,850,3200
hog_input_23004,7,90,129,480,86,850,3300
hog_input_23005,7,90,129,480,86,850,3400
hog_input_23006,7,90,129,480,86,850,3500
hog_input_23007,7,90,129,480,86,850,3600
hog_input_23008,7,90,129,480,86,850,3700
hog_input_23009,7,90,129,480,86,850,3800
hog_input_23010,7,90,129,480,86,850,3900
hog_input_23011,7,90,129,480,86,860,3000
hog_input_23012,7,90,129,480,86,860,3100
hog_input_23013,7,90,129,480,86,860,3200
hog_input_23014,7,90,129,480,86,860,3300
hog_input_23015,7,90,129,480,86,860,3400
hog_input_23016,7,90,129,480,86,860,3500
hog_input_23017,7,90,129,480,86,860,3600
hog_input_23018,7,90,129,480,86,860,3700
hog_input_23019,7,90,129,480,86,860,3800
hog_input_23020,7,90,129,480,86,860,3900
hog_input_23021,7,90,129,480,86,870,3000
hog_input_23022,7,90,129,480,86,870,3100
hog_input_23023,7,90,129,480,86,870,3200
hog_input_23024,7,90,129,480,86,870,3300
hog_input_23025,7,90,129,480,86,870,3400
hog_input_23026,7,90,129,480,86,870,3500
hog_input_23027,7,90,129,480,86,870,3600
hog_input_23028,7,90,129,480,86,870,3700
hog_input_23029,7,90,129,480,86,870,3800
hog_input_23030,7,90,129,480,86,870,3900
hog_input_23031,7,90,129,480,86,880,3000
hog_input_23032,7,90,129,480,86,880,3100
hog_input_23033,7,90,129,480,86,880,3200
hog_input_23034,7,90,129,480,86,880,3300
hog_input_23035,7,90,129,480,86,880,3400
hog_input_23036,7,90,129,480,86,880,3500
hog_input_23037,7,90,129,480,86,880,3600
hog_input_23038,7,90,129,480,86,880,3700
hog_input_23039,7,90,129,480,86,880,3800
hog_input_23040,7,90,129,480,86,880,3900
hog_input_23041,7,90,129,480,86,890,3000
hog_input_23042,7,90,129,480,86,890,3100
hog_input_23043,7,90,129,480,86,890,3200
hog_input_23044,7,90,129,480,86,890,3300
hog_input_23045,7,90,129,480,86,890,3400
hog_input_23046,7,90,129,480,86,890,3500
hog_input_23047,7,90,129,480,86,890,3600
hog_input_23048,7,90,129,480,86,890,3700
hog_input_23049,7,90,129,480,86,890,3800
hog_input_23050,7,90,129,480,86,890,3900
hog_input_23051,7,90,129,480,86,900,3000
hog_input_23052,7,90,129,480,86,900,3100
hog_input_23053,7,90,129,480,86,900,3200
hog_input_23054,7,90,129,480,86,900,3300
hog_input_23055,7,90,129,480,86,900,3400
hog_input_23056,7,90,129,480,86,900,3500
hog_input_23057,7,90,129,480,86,900,3600
hog_input_23058,7,90,129,480,86,900,3700
hog_input_23059,7,90,129,480,86,900,3800
hog_input_23060,7,90,129,480,86,900,3900
hog_input_23061,7,90,129,480,86,910,3000
hog_input_23062,7,90,129,480,86,910,3100
hog_input_23063,7,90,129,480,86,910,3200
hog_input_23064,7,90,129,480,86,910,3300
hog_input_23065,7,90,129,480,86,910,3400
hog_input_23066,7,90,129,480,86,910,3500
hog_input_23067,7,90,129,480,86,910,3600
hog_input_23068,7,90,129,480,86,910,3700
hog_input_23069,7,90,129,480,86,910,3800
hog_input_23070,7,90,129,480,86,910,3900
hog_input_23071,7,90,129,480,86,920,3000
hog_input_23072,7,90,129,480,86,920,3100
hog_input_23073,7,90,129,480,86,920,3200
hog_input_23074,7,90,129,480,86,920,3300
hog_input_23075,7,90,129,480,86,920,3400
hog_input_23076,7,90,129,480,86,920,3500
hog_input_23077,7,90,129,480,86,920,3600
hog_input_23078,7,90,129,480,86,920,3700
hog_input_23079,7,90,129,480,86,920,3800
hog_input_23080,7,90,129,480,86,920,3900
hog_input_23081,7,90,129,480,86,930,3000
hog_input_23082,7,90,129,480,86,930,3100
hog_input_23083,7,90,129,480,86,930,3200
hog_input_23084,7,90,129,480,86,930,3300
hog_input_23085,7,90,129,480,86,930,3400
hog_input_23086,7,90,129,480,86,930,3500
hog_input_23087,7,90,129,480,86,930,3600
hog_input_23088,7,90,129,480,86,930,3700
hog_input_23089,7,90,129,480,86,930,3800
hog_input_23090,7,90,129,480,86,930,3900
hog_input_23091,7,90,129,480,86,940,3000
hog_input_23092,7,90,129,480,86,940,3100
hog_input_23093,7,90,129,480,86,940,3200
hog_input_23094,7,90,129,480,86,940,3300
hog_input_23095,7,90,129,480,86,940,3400
hog_input_23096,7,90,129,480,86,940,3500
hog_input_23097,7,90,129,480,86,940,3600
hog_input_23098,7,90,129,480,86,940,3700
hog_input_23099,7,90,129,480,86,940,3800
hog_input_23100,7,90,129,480,86,940,3900
hog_input_23101,7,90,129,480,89,850,3000
hog_input_23102,7,90,129,480,89,850,3100
hog_input_23103,7,90,129,480,89,850,3200
hog_input_23104,7,90,129,480,89,850,3300
hog_input_23105,7,90,129,480,89,850,3400
hog_input_23106,7,90,129,480,89,850,3500
hog_input_23107,7,90,129,480,89,850,3600
hog_input_23108,7,90,129,480,89,850,3700
hog_input_23109,7,90,129,480,89,850,3800
hog_input_23110,7,90,129,480,89,850,3900
hog_input_23111,7,90,129,480,89,860,3000
hog_input_23112,7,90,129,480,89,860,3100
hog_input_23113,7,90,129,480,89,860,3200
hog_input_23114,7,90,129,480,89,860,3300
hog_input_23115,7,90,129,480,89,860,3400
hog_input_23116,7,90,129,480,89,860,3500
hog_input_23117,7,90,129,480,89,860,3600
hog_input_23118,7,90,129,480,89,860,3700
hog_input_23119,7,90,129,480,89,860,3800
hog_input_23120,7,90,129,480,89,860,3900
hog_input_23121,7,90,129,480,89,870,3000
hog_input_23122,7,90,129,480,89,870,3100
hog_input_23123,7,90,129,480,89,870,3200
hog_input_23124,7,90,129,480,89,870,3300
hog_input_23125,7,90,129,480,89,870,3400
hog_input_23126,7,90,129,480,89,870,3500
hog_input_23127,7,90,129,480,89,870,3600
hog_input_23128,7,90,129,480,89,870,3700
hog_input_23129,7,90,129,480,89,870,3800
hog_input_23130,7,90,129,480,89,870,3900
hog_input_23131,7,90,129,480,89,880,3000
hog_input_23132,7,90,129,480,89,880,3100
hog_input_23133,7,90,129,480,89,880,3200
hog_input_23134,7,90,129,480,89,880,3300
hog_input_23135,7,90,129,480,89,880,3400
hog_input_23136,7,90,129,480,89,880,3500
hog_input_23137,7,90,129,480,89,880,3600
hog_input_23138,7,90,129,480,89,880,3700
hog_input_23139,7,90,129,480,89,880,3800
hog_input_23140,7,90,129,480,89,880,3900
hog_input_23141,7,90,129,480,89,890,3000
hog_input_23142,7,90,129,480,89,890,3100
hog_input_23143,7,90,129,480,89,890,3200
hog_input_23144,7,90,129,480,89,890,3300
hog_input_23145,7,90,129,480,89,890,3400
hog_input_23146,7,90,129,480,89,890,3500
hog_input_23147,7,90,129,480,89,890,3600
hog_input_23148,7,90,129,480,89,890,3700
hog_input_23149,7,90,129,480,89,890,3800
hog_input_23150,7,90,129,480,89,890,3900
hog_input_23151,7,90,129,480,89,900,3000
hog_input_23152,7,90,129,480,89,900,3100
hog_input_23153,7,90,129,480,89,900,3200
hog_input_23154,7,90,129,480,89,900,3300
hog_input_23155,7,90,129,480,89,900,3400
hog_input_23156,7,90,129,480,89,900,3500
hog_input_23157,7,90,129,480,89,900,3600
hog_input_23158,7,90,129,480,89,900,3700
hog_input_23159,7,90,129,480,89,900,3800
hog_input_23160,7,90,129,480,89,900,3900
hog_input_23161,7,90,129,480,89,910,3000
hog_input_23162,7,90,129,480,89,910,3100
hog_input_23163,7,90,129,480,89,910,3200
hog_input_23164,7,90,129,480,89,910,3300
hog_input_23165,7,90,129,480,89,910,3400
hog_input_23166,7,90,129,480,89,910,3500
hog_input_23167,7,90,129,480,89,910,3600
hog_input_23168,7,90,129,480,89,910,3700
hog_input_23169,7,90,129,480,89,910,3800
hog_input_23170,7,90,129,480,89,910,3900
hog_input_23171,7,90,129,480,89,920,3000
hog_input_23172,7,90,129,480,89,920,3100
hog_input_23173,7,90,129,480,89,920,3200
hog_input_23174,7,90,129,480,89,920,3300
hog_input_23175,7,90,129,480,89,920,3400
hog_input_23176,7,90,129,480,89,920,3500
hog_input_23177,7,90,129,480,89,920,3600
hog_input_23178,7,90,129,480,89,920,3700
hog_input_23179,7,90,129,480,89,920,3800
hog_input_23180,7,90,129,480,89,920,3900
hog_input_23181,7,90,129,480,89,930,3000
hog_input_23182,7,90,129,480,89,930,3100
hog_input_23183,7,90,129,480,89,930,3200
hog_input_23184,7,90,129,480,89,930,3300
hog_input_23185,7,90,129,480,89,930,3400
hog_input_23186,7,90,129,480,89,930,3500
hog_input_23187,7,90,129,480,89,930,3600
hog_input_23188,7,90,129,480,89,930,3700
hog_input_23189,7,90,129,480,89,930,3800
hog_input_23190,7,90,129,480,89,930,3900
hog_input_23191,7,90,129,480,89,940,3000
hog_input_23192,7,90,129,480,89,940,3100
hog_input_23193,7,90,129,480,89,940,3200
hog_input_23194,7,90,129,480,89,940,3300
hog_input_23195,7,90,129,480,89,940,3400
hog_input_23196,7,90,129,480,89,940,3500
hog_input_23197,7,90,129,480,89,940,3600
hog_input_23198,7,90,129,480,89,940,3700
hog_input_23199,7,90,129,480,89,940,3800
hog_input_23200,7,90,129,480,89,940,3900
hog_input_23201,7,90,129,480,92,850,3000
hog_input_23202,7,90,129,480,92,850,3100
hog_input_23203,7,90,129,480,92,850,3200
hog_input_23204,7,90,129,480,92,850,3300
hog_input_23205,7,90,129,480,92,850,3400
hog_input_23206,7,90,129,480,92,850,3500
hog_input_23207,7,90,129,480,92,850,3600
hog_input_23208,7,90,129,480,92,850,3700
hog_input_23209,7,90,129,480,92,850,3800
hog_input_23210,7,90,129,480,92,850,3900
hog_input_23211,7,90,129,480,92,860,3000
hog_input_23212,7,90,129,480,92,860,3100
hog_input_23213,7,90,129,480,92,860,3200
hog_input_23214,7,90,129,480,92,860,3300
hog_input_23215,7,90,129,480,92,860,3400
hog_input_23216,7,90,129,480,92,860,3500
hog_input_23217,7,90,129,480,92,860,3600
hog_input_23218,7,90,129,480,92,860,3700
hog_input_23219,7,90,129,480,92,860,3800
hog_input_23220,7,90,129,480,92,860,3900
hog_input_23221,7,90,129,480,92,870,3000
hog_input_23222,7,90,129,480,92,870,3100
hog_input_23223,7,90,129,480,92,870,3200
hog_input_23224,7,90,129,480,92,870,3300
hog_input_23225,7,90,129,480,92,870,3400
hog_input_23226,7,90,129,480,92,870,3500
hog_input_23227,7,90,129,480,92,870,3600
hog_input_23228,7,90,129,480,92,870,3700
hog_input_23229,7,90,129,480,92,870,3800
hog_input_23230,7,90,129,480,92,870,3900
hog_input_23231,7,90,129,480,92,880,3000
hog_input_23232,7,90,129,480,92,880,3100
hog_input_23233,7,90,129,480,92,880,3200
hog_input_23234,7,90,129,480,92,880,3300
hog_input_23235,7,90,129,480,92,880,3400
hog_input_23236,7,90,129,480,92,880,3500
hog_input_23237,7,90,129,480,92,880,3600
hog_input_23238,7,90,129,480,92,880,3700
hog_input_23239,7,90,129,480,92,880,3800
hog_input_23240,7,90,129,480,92,880,3900
hog_input_23241,7,90,129,480,92,890,3000
hog_input_23242,7,90,129,480,92,890,3100
hog_input_23243,7,90,129,480,92,890,3200
hog_input_23244,7,90,129,480,92,890,3300
hog_input_23245,7,90,129,480,92,890,3400
hog_input_23246,7,90,129,480,92,890,3500
hog_input_23247,7,90,129,480,92,890,3600
hog_input_23248,7,90,129,480,92,890,3700
hog_input_23249,7,90,129,480,92,890,3800
hog_input_23250,7,90,129,480,92,890,3900
hog_input_23251,7,90,129,480,92,900,3000
hog_input_23252,7,90,129,480,92,900,3100
hog_input_23253,7,90,129,480,92,900,3200
hog_input_23254,7,90,129,480,92,900,3300
hog_input_23255,7,90,129,480,92,900,3400
hog_input_23256,7,90,129,480,92,900,3500
hog_input_23257,7,90,129,480,92,900,3600
hog_input_23258,7,90,129,480,92,900,3700
hog_input_23259,7,90,129,480,92,900,3800
hog_input_23260,7,90,129,480,92,900,3900
hog_input_23261,7,90,129,480,92,910,3000
hog_input_23262,7,90,129,480,92,910,3100
hog_input_23263,7,90,129,480,92,910,3200
hog_input_23264,7,90,129,480,92,910,3300
hog_input_23265,7,90,129,480,92,910,3400
hog_input_23266,7,90,129,480,92,910,3500
hog_input_23267,7,90,129,480,92,910,3600
hog_input_23268,7,90,129,480,92,910,3700
hog_input_23269,7,90,129,480,92,910,3800
hog_input_23270,7,90,129,480,92,910,3900
hog_input_23271,7,90,129,480,92,920,3000
hog_input_23272,7,90,129,480,92,920,3100
hog_input_23273,7,90,129,480,92,920,3200
hog_input_23274,7,90,129,480,92,920,3300
hog_input_23275,7,90,129,480,92,920,3400
hog_input_23276,7,90,129,480,92,920,3500
hog_input_23277,7,90,129,480,92,920,3600
hog_input_23278,7,90,129,480,92,920,3700
hog_input_23279,7,90,129,480,92,920,3800
hog_input_23280,7,90,129,480,92,920,3900
hog_input_23281,7,90,129,480,92,930,3000
hog_input_23282,7,90,129,480,92,930,3100
hog_input_23283,7,90,129,480,92,930,3200
hog_input_23284,7,90,129,480,92,930,3300
hog_input_23285,7,90,129,480,92,930,3400
hog_input_23286,7,90,129,480,92,930,3500
hog_input_23287,7,90,129,480,92,930,3600
hog_input_23288,7,90,129,480,92,930,3700
hog_input_23289,7,90,129,480,92,930,3800
hog_input_23290,7,90,129,480,92,930,3900
hog_input_23291,7,90,129,480,92,940,3000
hog_input_23292,7,90,129,480,92,940,3100
hog_input_23293,7,90,129,480,92,940,3200
hog_input_23294,7,90,129,480,92,940,3300
hog_input_23295,7,90,129,480,92,940,3400
hog_input_23296,7,90,129,480,92,940,3500
hog_input_23297,7,90,129,480,92,940,3600
hog_input_23298,7,90,129,480,92,940,3700
hog_input_23299,7,90,129,480,92,940,3800
hog_input_23300,7,90,129,480,92,940,3900
hog_input_23301,7,90,129,480,95,850,3000
hog_input_23302,7,90,129,480,95,850,3100
hog_input_23303,7,90,129,480,95,850,3200
hog_input_23304,7,90,129,480,95,850,3300
hog_input_23305,7,90,129,480,95,850,3400
hog_input_23306,7,90,129,480,95,850,3500
hog_input_23307,7,90,129,480,95,850,3600
hog_input_23308,7,90,129,480,95,850,3700
hog_input_23309,7,90,129,480,95,850,3800
hog_input_23310,7,90,129,480,95,850,3900
hog_input_23311,7,90,129,480,95,860,3000
hog_input_23312,7,90,129,480,95,860,3100
hog_input_23313,7,90,129,480,95,860,3200
hog_input_23314,7,90,129,480,95,860,3300
hog_input_23315,7,90,129,480,95,860,3400
hog_input_23316,7,90,129,480,95,860,3500
hog_input_23317,7,90,129,480,95,860,3600
hog_input_23318,7,90,129,480,95,860,3700
hog_input_23319,7,90,129,480,95,860,3800
hog_input_23320,7,90,129,480,95,860,3900
hog_input_23321,7,90,129,480,95,870,3000
hog_input_23322,7,90,129,480,95,870,3100
hog_input_23323,7,90,129,480,95,870,3200
hog_input_23324,7,90,129,480,95,870,3300
hog_input_23325,7,90,129,480,95,870,3400
hog_input_23326,7,90,129,480,95,870,3500
hog_input_23327,7,90,129,480,95,870,3600
hog_input_23328,7,90,129,480,95,870,3700
hog_input_23329,7,90,129,480,95,870,3800
hog_input_23330,7,90,129,480,95,870,3900
hog_input_23331,7,90,129,480,95,880,3000
hog_input_23332,7,90,129,480,95,880,3100
hog_input_23333,7,90,129,480,95,880,3200
hog_input_23334,7,90,129,480,95,880,3300
